사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-06,과천선,1452,대공원,7,0,107,401,322,"3,766",977,"4,599","1,196","16,950","1,841","25,689","3,131","27,565","5,246","15,199","8,622","11,314","10,327","10,812","13,324","9,058","17,263","5,848","19,118","3,800","19,071","2,511","16,352","1,954","7,625","1,253","4,774",687,"5,542",484,"2,762",362,248,230,6,10,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,과천선,1453,과천,5,1,"2,463",311,"10,353","2,212","27,514","4,769","24,667","9,457","15,338","5,786","12,120","5,155","10,587","5,471","10,820","6,531","10,164","7,074","9,475","8,048","9,486","8,792","10,506","11,287","9,941","14,537","8,975","20,484","4,716","18,951","3,296","11,893","2,546","11,713","1,886","11,515",573,"6,585",15,322,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,과천선,1454,정부과천청사,6,2,"2,140",877,"7,977","13,445","21,550","21,951","19,753","63,561","14,232","16,586","11,989","9,707","12,089","9,397","12,653","10,309","13,074","10,905","13,487","11,456","14,527","11,305","22,257","13,072","31,835","17,047","50,179","22,464","13,545","18,683","11,840","10,729","10,394","10,085","5,547","9,332","1,436","5,591",18,215,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,과천선,1455,인덕원,131,0,"7,933","3,694","28,491","15,873","76,366","38,153","69,421","95,965","42,097","36,815","34,458","21,925","29,456","21,223","31,724","21,568","30,338","24,917","27,439","25,030","30,637","29,269","38,620","35,205","55,367","50,547","79,766","80,863","29,440","65,557","23,693","37,293","23,764","34,532","16,386","33,297","4,784","21,159",50,"1,104",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,과천선,1456,평촌,16,1,"4,481","2,626","20,738","9,477","56,991","32,421","43,768","83,660","24,960","32,249","19,929","16,567","18,750","13,914","19,490","14,256","18,172","18,613","17,839","16,084","20,961","16,863","24,399","21,512","41,976","26,807","61,590","45,947","24,643","40,783","17,515","22,305","16,469","18,454","13,971","18,036","4,216","11,071",41,675,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,과천선,1457,범계,101,1,"8,506","2,798","34,976","11,204","90,112","24,088","72,682","57,840","40,969","40,354","33,541","30,865","32,401","29,022","35,982","31,278","34,564","36,560","33,802","35,427","37,442","39,200","43,163","46,486","49,512","59,359","58,326","95,927","35,214","75,236","37,509","39,260","30,092","33,514","26,719","31,426","9,036","19,571",111,"1,214",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1023,선릉,61,2,"1,231","1,492","2,166","10,769","4,791","43,924","6,758","135,703","5,647","87,633","6,988","40,207","8,803","23,742","11,103","20,559","12,714","22,384","13,523","17,840","18,043","15,512","25,393","17,432","44,782","20,948","78,190","24,160","33,269","13,980","21,081","6,919","20,404","5,933","17,875","5,360","5,210","3,347",252,724,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1024,한티,95,29,"2,430","1,219","7,725","9,540","21,613","29,700","25,729","48,469","16,434","39,322","14,221","26,434","16,100","19,888","19,238","22,895","20,173","28,442","19,888","21,383","24,254","21,582","29,048","27,532","39,578","33,140","44,215","35,227","26,391","23,678","30,120","13,681","23,838","12,688","27,690","11,699","4,143","6,172",165,488,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1025,도곡,78,2,"1,466","1,249","3,718","7,277","9,218","14,743","13,318","24,399","10,315","17,093","9,166","9,400","9,837","8,327","9,965","8,695","10,591","9,092","11,095","9,173","14,089","9,387","17,362","10,272","20,809","11,579","21,563","13,858","10,904","11,319","8,041","7,079","7,126","6,809","5,401","6,409","1,280","3,944",59,633,1,1,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1026,구룡,1,0,464,"1,243","1,487","6,535","3,514","9,905","5,088","5,397","4,198","2,228","3,638","1,998","3,072","1,494","3,134","1,991","2,874","2,145","2,694","2,286","3,937","2,632","9,990","2,743","7,025","3,258","4,482","3,993","2,289","3,348","1,496","2,098","1,966","2,129",796,"2,112",186,"1,449",10,64,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1027,개포동,10,1,920,"1,092","3,067","7,672","8,728","6,210","9,932","8,733","6,661","6,439","5,681","5,588","4,930","4,151","5,606","4,882","5,662","5,627","5,621","5,456","6,409","5,805","10,148","6,225","10,072","7,795","8,081","9,926","4,878","8,239","3,845","4,995","3,974","4,801","3,759","4,584","1,428","2,764",26,103,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1028,대모산입구,8,0,"2,088",926,"5,073","4,631","15,360","5,874","16,584","9,333","10,352","5,390","7,448","3,742","6,300","4,013","6,619","4,764","6,417","5,110","5,389","5,029","6,412","6,554","8,684","7,401","9,318","8,939","9,022","11,770","4,241","10,068","2,768","6,486","2,196","6,218","1,626","6,610",484,"3,696",11,213,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1030,수서,36,0,"3,341","4,367","6,499","14,803","24,206","27,190","37,534","45,359","24,574","26,468","23,285","19,546","18,810","15,196","22,615","19,613","20,687","18,186","15,365","17,512","24,708","20,519","28,692","24,370","34,684","30,491","41,577","39,349","18,535","28,791","19,745","18,701","13,791","17,098","14,467","15,834","6,591","6,801",37,739,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1031,복정,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,2,0,5,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1846,수원,484,3,"4,591",905,"8,998","3,786","23,239","8,754","24,197","13,121","12,447","11,393","8,701","9,169","8,794","10,108","9,872","10,330","9,916","11,393","9,752","11,133","11,877","10,712","14,379","12,741","16,158","19,890","18,806","24,770","14,024","18,279","13,815","9,764","12,572","7,508","11,730","6,171","4,631","4,053",119,866,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1847,서울숲,91,0,"2,606",632,"5,308","5,105","13,107","22,031","21,454","44,027","14,235","33,771","8,547","21,535","8,941","19,509","10,623","18,750","12,789","21,085","14,649","19,020","18,917","18,820","24,559","19,043","39,065","20,595","50,307","27,822","27,266","18,553","20,272","9,084","18,384","7,916","14,300","7,385","3,832","4,090",118,924,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1848,압구정로데오,130,0,"2,288",871,"3,535","11,150","5,351","25,251","8,041","73,121","6,769","102,599","8,218","54,766","12,682","40,867","16,647","35,555","20,327","35,631","25,865","31,819","34,196","29,996","43,482","33,618","59,564","39,256","87,163","46,743","64,552","26,165","54,506","11,208","41,381","7,941","33,510","6,118","11,840","3,774",623,768,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1849,강남구청,16,0,"1,545",688,"2,771","4,912","7,201","14,496","10,169","55,076","8,365","44,362","7,954","18,851","8,865","14,117","9,608","13,878","11,109","14,982","12,187","12,737","13,973","13,008","17,077","14,265","26,109","16,127","49,472","19,757","24,507","12,218","14,565","7,087","13,084","5,608","10,038","5,555","3,141","3,380",145,816,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1850,선정릉,18,0,871,909,"1,928","5,744","4,599","13,150","6,939","50,732","5,885","37,914","5,389","14,388","6,170","9,454","7,712","8,077","8,152","8,635","9,235","7,762","10,867","7,143","13,188","7,773","24,263","8,539","43,006","9,974","20,719","6,568","10,596","3,792","9,142","3,538","6,965","3,260","2,071","2,133",79,449,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1851,가천대,34,0,"5,203",685,"7,561","3,781","18,150","6,305","24,879","24,875","15,546","22,499","11,745","17,212","12,806","11,103","15,247","16,578","14,277","14,625","15,746","12,711","17,927","12,081","19,979","13,267","22,795","17,184","15,735","23,671","10,074","19,393","7,435","14,509","6,509","14,820","6,397","14,762","3,295","11,771",33,419,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1852,태평,252,13,"14,492","1,631","20,701","5,590","42,894","8,222","61,632","17,618","41,043","12,856","23,944","11,306","19,334","13,029","19,630","13,989","19,225","14,637","17,177","17,062","16,428","22,932","17,700","26,705","20,150","33,831","18,212","45,745","10,699","33,816","8,312","24,248","6,441","26,201","4,822","21,332","1,873","13,132",26,452,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1853,모란,370,12,"15,967","3,190","22,521","11,406","51,290","23,699","66,770","37,115","47,714","29,466","32,305","27,186","31,600","30,434","33,595","30,651","32,604","32,618","33,528","32,889","32,034","38,188","35,961","41,395","39,573","46,532","42,312","63,694","24,193","46,869","17,969","33,420","15,755","30,569","12,724","25,248","6,538","18,114",103,"1,071",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1854,야탑,116,7,"7,620","2,946","19,519","15,251","52,797","40,450","62,717","94,643","42,491","53,420","34,978","36,754","35,353","32,226","37,464","37,140","36,715","39,065","37,161","35,580","41,721","39,833","47,164","42,372","64,483","55,744","85,076","72,537","39,998","54,953","30,759","34,121","27,597","28,130","20,086","27,038","7,393","17,780",178,"1,627",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1855,서현,269,9,"4,684","2,898","13,579","12,639","33,223","40,628","39,612","79,000","29,276","63,834","26,462","39,766","28,254","34,060","31,773","36,342","33,172","37,109","36,000","38,904","42,266","35,603","47,753","40,523","66,206","52,590","85,770","62,423","46,911","46,057","46,233","26,976","38,862","21,835","28,828","18,786","12,515","11,049",441,"1,524",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1856,수내,104,3,"2,634","1,893","7,156","10,260","18,064","18,554","23,606","54,767","16,087","38,613","13,369","21,314","14,911","17,080","16,713","17,337","17,972","18,037","20,317","17,592","23,107","17,287","26,281","18,736","38,355","23,431","49,260","27,833","26,804","20,118","24,028","12,151","17,371","10,868","14,208","9,981","4,063","5,720",193,926,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1857,정자,340,5,"3,533","1,079","10,643","11,762","27,754","39,806","33,421","76,781","24,279","42,825","18,320","21,318","19,162","18,324","19,912","17,640","20,577","20,290","21,881","17,954","23,946","19,819","28,059","24,838","52,653","37,628","62,120","48,327","31,980","36,121","25,607","21,890","28,797","19,196","24,752","18,404","10,637","11,989",979,"2,253",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1858,미금,580,11,"3,779",798,"12,080","11,088","26,270","21,759","31,679","44,037","23,169","34,489","21,738","21,555","23,598","21,300","24,164","23,122","24,199","24,650","25,771","24,651","30,400","24,034","31,009","27,456","37,324","33,032","39,425","41,473","20,753","31,215","16,762","21,038","17,391","18,479","13,230","17,001","4,587","10,179",176,"2,182",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1859,오리,625,3,"4,080",485,"14,195","7,229","30,440","13,687","33,378","31,828","21,870","17,091","16,907","10,376","16,333","10,709","16,611","12,306","16,115","11,206","15,210","11,739","16,506","12,986","17,869","14,532","25,616","18,175","33,356","24,324","13,227","20,940","10,712","13,876","9,499","11,919","6,669","11,604","2,577","7,624",74,"1,690",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1860,이매,82,4,"2,577",862,"6,276","4,056","14,028","9,878","15,814","15,564","10,724","8,102","8,467","6,143","8,264","6,088","8,407","6,747","7,985","7,492","7,908","7,209","8,806","8,046","12,361","9,493","16,855","12,406","14,627","15,537","6,833","11,968","5,428","7,757","6,019","6,952","4,927","7,435","1,027","4,831",21,653,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1861,보정,37,0,"1,133",100,"3,561","1,421","8,810","2,839","9,338","6,691","6,688","2,386","5,150","1,684","4,634","2,174","4,020","2,379","3,607","2,437","3,326","2,847","3,892","3,545","4,418","4,418","5,928","5,290","3,833","6,739","1,795","6,268","1,565","3,968","1,505","3,597","1,136","3,788",435,"2,752",10,164,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1862,죽전,"1,291",15,"5,342",869,"15,672","7,863","40,991","16,320","38,150","24,742","23,207","24,437","17,556","19,831","17,391","18,861","18,566","19,329","18,270","19,678","18,248","20,767","21,052","22,034","24,273","25,773","28,847","30,798","31,188","44,606","19,861","39,188","23,245","24,507","12,593","21,952","9,445","21,302","3,270","15,975",5,"8,279",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1863,구성,56,1,"2,685",405,"8,083","2,623","21,438","4,673","21,401","8,331","13,157","3,940","9,438","3,588","7,834","4,446","7,265","4,894","6,459","5,197","5,902","5,721","6,183","7,393","6,793","8,775","7,835","14,655","7,199","19,253","3,378","17,993","2,930","11,099","2,323","9,016","1,630","10,073",640,"6,154",6,514,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1864,신갈,44,0,"2,866",300,"8,402","1,385","18,813","2,575","19,394","6,179","10,909","3,576","8,342","3,365","7,126","3,871","6,476","4,760","6,336","5,456","5,687","5,733","5,779","6,978","7,032","7,578","5,776","11,103","5,027","16,720","2,664","14,079","1,846","9,240","1,646","7,361","1,330","8,766",466,"5,511",18,358,0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1865,기흥,159,0,"5,829",824,"13,846","4,355","35,264","10,513","35,277","22,425","19,985","10,559","14,012","7,678","12,642","9,190","13,019","9,027","12,360","11,171","12,199","10,870","12,472","12,108","14,171","14,718","19,434","21,278","22,956","34,582","12,409","28,516","9,030","17,287","8,581","14,686","6,903","15,539","2,630","10,429",62,"1,276",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1866,상갈,58,1,"3,068",528,"8,164","2,469","19,724","6,931","21,018","9,906","12,567","5,296","9,441","4,344","8,166","4,652","7,481","4,921","6,871","6,702","6,526","6,134","6,624","6,912","7,737","10,169","9,954","13,637","10,902","17,021","5,724","14,505","3,958","10,155","3,703","9,627","1,923","9,341",769,"5,884",7,833,1,1,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1867,청명,17,3,"2,408",775,"6,923","2,102","18,610","5,299","17,437","9,348","8,970","3,762","5,881","3,302","5,140","3,357","5,265","3,789","5,155","4,423","4,551","4,779","5,331","5,352","6,119","6,682","7,889","10,474","8,968","14,487","3,849","12,105","2,778","7,856","2,301","7,257","2,365","6,951",775,"4,243",15,491,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1868,영통,67,3,"2,900","1,362","7,628","3,748","17,085","8,906","20,144","21,408","10,494","15,194","9,268","10,754","10,065","9,589","11,057","11,886","11,613","11,845","10,747","12,112","12,072","12,264","15,123","13,993","20,537","21,493","23,160","25,551","12,318","19,531","11,638","11,923","12,399","11,423","13,068","10,894","5,373","6,986",141,604,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1869,망포,33,1,"4,829","2,357","19,875","9,611","52,519","23,855","48,268","40,267","23,220","16,129","15,838","8,900","15,286","9,629","16,222","11,063","14,981","11,953","13,701","11,861","15,283","15,685","20,383","19,130","32,829","29,459","42,162","43,160","20,297","42,133","15,520","26,020","13,516","20,983","10,962","19,605","4,277","13,721",128,"1,141",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1870,매탄권선,108,0,"3,670",589,"9,289","2,714","20,464","5,033","20,471","12,094","10,831","4,841","7,297","3,536","6,735","3,662","6,872","4,673","6,179","5,057","5,311","4,414","5,876","6,214","8,356","8,605","10,826","12,098","9,218","19,359","4,669","14,849","3,666","9,701","3,403","8,048","2,901","8,539",936,"5,577",32,650,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1871,수원시청,234,9,"5,862","1,493","12,376","6,876","30,838","15,518","29,984","45,040","15,276","28,332","12,803","17,356","15,076","14,669","16,691","18,515","16,383","19,209","16,439","15,346","19,684","16,730","25,855","19,776","28,810","31,327","38,379","47,911","19,608","35,118","17,298","22,312","19,230","16,107","16,729","14,959","7,459","9,992",231,"1,390",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,분당선,1872,매교,256,12,"2,862",656,"4,221","3,407","9,300","5,271","10,006","13,352","5,235","4,017","3,651","2,861","3,643","3,061","3,916","3,408","3,352","3,144","3,021","3,298","3,742","3,480","7,159","5,100","11,463","6,837","5,604","9,136","2,693","5,896","2,241","4,113","1,744","3,791","1,550","3,000",460,"1,843",14,283,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,일산선,1948,원흥,177,5,"6,602",780,"17,720","4,674","43,842","7,160","46,228","17,044","25,083","11,822","18,093","9,080","16,418","9,105","16,287","10,561","15,254","12,848","13,243","12,719","13,220","15,098","14,613","18,023","16,357","25,500","19,057","35,227","9,042","35,138","7,322","19,681","6,711","18,577","4,687","18,040","1,810","11,326",14,349,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,일산선,1949,지축,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022-07-03 09:48:04
2022-06,일산선,1950,삼송,628,7,"8,510","1,180","33,093","8,870","81,954","16,259","77,913","27,603","41,960","19,527","30,888","16,841","26,675","18,161","27,481","22,890","25,878","24,866","22,919","24,700","23,548","29,862","28,573","34,200","32,035","44,435","30,795","70,997","19,099","60,440","15,347","36,830","13,282","31,931","13,553","29,764","2,835","14,600",5,632,0,2,0,0,0,0,2022-07-03 09:48:05
2022-06,일산선,1951,원당,209,0,"8,472","1,092","19,830","6,467","43,975","8,598","45,043","13,537","26,450","9,479","20,089","8,750","17,856","10,785","17,966","11,659","16,631","12,343","14,290","13,811","14,084","16,157","15,830","20,089","16,977","25,883","15,370","34,546","8,621","33,793","5,801","20,012","4,939","18,998","3,175","18,251",839,"10,102",2,191,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,일산선,1952,화정,122,7,"11,041","1,420","24,920","6,593","51,862","11,819","53,821","30,685","31,807","20,261","26,902","18,301","25,801","19,879","26,655","21,256","26,090","25,010","23,623","24,383","24,915","30,691","27,609","32,269","30,718","41,703","28,232","57,095","16,086","45,886","14,352","28,644","13,069","25,655","10,878","24,127","4,181","14,098",4,214,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,일산선,1953,대곡,4,0,923,455,"3,819","1,825","9,660","2,214","8,186","3,717","3,881","1,925","3,011","1,849","2,482","1,640","2,655","1,833","2,725","1,903","2,371","1,845","2,752","2,206","3,022","2,526","4,020","2,863","4,914","6,801","2,513","5,130","1,494","2,702","1,409","3,019",877,"2,377",534,"2,617",10,158,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,일산선,1954,백석,75,1,"4,492","2,462","9,975","6,121","20,872","11,930","22,891","26,678","16,401","14,257","15,053","12,816","15,534","12,449","15,582","13,228","14,729","15,236","15,384","14,411","17,666","15,148","17,531","17,193","22,369","20,041","23,593","24,539","12,148","23,698","10,082","13,177","9,713","10,858","7,560","10,219","2,571","7,444",2,99,1,1,0,0,0,0,2022-07-03 09:48:05
2022-06,일산선,1955,마두,34,0,"3,212","1,594","9,956","4,332","15,732","8,462","16,500","21,360","12,250","15,225","12,869","11,047","13,088","10,896","12,746","9,417","12,521","13,069","12,401","12,170","14,367","12,591","14,541","12,298","16,428","14,306","17,193","17,779","7,483","16,101","5,476","9,195","5,523","7,542","4,275","7,596",922,"5,730",2,67,0,0,0,0,0,0,2022-07-03 09:48:05
